[GIN] 2026/08/05 - 14:56:58 | 200 |  44.65ms |             ::1 | GET      "/assets/transactions-DnakvnFA.js"
[GIN] 2026/08/05 - 14:56:58 | 200 |  90.36ms |             ::1 | GET      "/assets/DashboardPage-BtUKbud0.js"
[GIN] 2026/08/05 - 14:56:59 | 200 | 222.445µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:57:20 | 304 |   4.04ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:57:20 | 304 |    3.4ms |             ::1 | GET      "/assets/index-B2vxWHWQ.js"
[GIN] 2026/08/05 - 14:57:20 | 200 |  16.89ms |             ::1 | GET      "/assets/index-BQJkIVyY.css"
[GIN] 2026/08/05 - 14:57:20 | 200 |   2.28ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:57:20 | 304 |   4.35ms |             ::1 | GET      "/assets/DashboardPage-BtUKbud0.js"
[GIN] 2026/08/05 - 14:57:20 | 304 |   4.83ms |             ::1 | GET      "/assets/transactions-DnakvnFA.js"
[GIN] 2026/08/05 - 14:57:20 | 200 | 27.562µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:57:20 | 200 |    4.2ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:57:20 | 200 | 117.414µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:57:27 | 304 |   2.82ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:57:27 | 304 |    4.2ms |             ::1 | GET      "/assets/index-B2vxWHWQ.js"
[GIN] 2026/08/05 - 14:57:27 | 304 |   4.66ms |             ::1 | GET      "/assets/index-BQJkIVyY.css"
[GIN] 2026/08/05 - 14:57:27 | 304 |   3.17ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:57:27 | 304 |   4.55ms |             ::1 | GET      "/assets/DashboardPage-BtUKbud0.js"
[GIN] 2026/08/05 - 14:57:27 | 304 |   4.74ms |             ::1 | GET      "/assets/transactions-DnakvnFA.js"
[GIN] 2026/08/05 - 14:57:27 | 200 | 28.223µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:57:27 | 304 |   5.33ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:57:27 | 200 | 191.94µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:57:33 | 304 |   4.73ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:57:33 | 304 |    4.5ms |             ::1 | GET      "/assets/index-BQJkIVyY.css"
[GIN] 2026/08/05 - 14:57:33 | 304 |   4.91ms |             ::1 | GET      "/assets/index-B2vxWHWQ.js"
[GIN] 2026/08/05 - 14:57:33 | 304 |   2.06ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:57:33 | 304 |   3.66ms |             ::1 | GET      "/assets/DashboardPage-BtUKbud0.js"
[GIN] 2026/08/05 - 14:57:33 | 304 |   4.14ms |             ::1 | GET      "/assets/transactions-DnakvnFA.js"
[GIN] 2026/08/05 - 14:57:33 | 200 |  27.53µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:57:33 | 304 |   6.29ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:57:34 | 200 | 237.292µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:57:51 | 200 |  23.82ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:57:51 | 200 |   1.83ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:57:51 | 200 |  19.05ms |             ::1 | GET      "/assets/index-BQJkIVyY.css"
[GIN] 2026/08/05 - 14:57:51 | 200 | 131.96ms |             ::1 | GET      "/assets/index-CBBRoVeI.js"
[GIN] 2026/08/05 - 14:57:51 | 200 | 15.003µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:57:51 | 200 |  54.42ms |             ::1 | GET      "/assets/transactions-YghOiQ0w.js"
[GIN] 2026/08/05 - 14:57:51 | 200 |   2.55ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:57:51 | 200 |  84.63ms |             ::1 | GET      "/assets/DashboardPage-BnnQRqJp.js"
[GIN] 2026/08/05 - 14:57:51 | 200 | 97.084µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:59:30 | 304 |    2.8ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:59:30 | 200 |  41.09ms |             ::1 | GET      "/assets/ChatPage-D-sWzZT_.js"
[GIN] 2026/08/05 - 14:59:30 | 200 | 138.65µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:59:30 | 200 | 207.341µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:59:38 | 200 |  20.76ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:59:38 | 200 |  19.51ms |             ::1 | GET      "/assets/index-zsu1twsS.css"
[GIN] 2026/08/05 - 14:59:38 | 200 |   1.82ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:59:38 | 200 | 120.73ms |             ::1 | GET      "/assets/index-CHobYUFH.js"
[GIN] 2026/08/05 - 14:59:38 | 200 | 21.628µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:59:38 | 200 |   2.21ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:59:38 | 200 |  37.15ms |             ::1 | GET      "/assets/transactions-BTTteV2Y.js"
[GIN] 2026/08/05 - 14:59:39 | 200 |  78.12ms |             ::1 | GET      "/assets/DashboardPage-BdDBBDbx.js"
[GIN] 2026/08/05 - 14:59:39 | 200 | 130.03µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:00:26 | 304 |   3.48ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 15:00:26 | 304 |   2.12ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 15:00:26 | 304 |   4.73ms |             ::1 | GET      "/assets/index-CHobYUFH.js"
[GIN] 2026/08/05 - 15:00:26 | 304 |   5.17ms |             ::1 | GET      "/assets/index-zsu1twsS.css"
[GIN] 2026/08/05 - 15:00:26 | 200 | 53.637µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 15:00:26 | 304 |   5.16ms |             ::1 | GET      "/assets/DashboardPage-BdDBBDbx.js"
[GIN] 2026/08/05 - 15:00:26 | 304 |   4.78ms |             ::1 | GET      "/assets/transactions-BTTteV2Y.js"
[GIN] 2026/08/05 - 15:00:26 | 304 |   5.41ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 15:00:26 | 200 | 378.997µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:00:54 | 200 |  19.54ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 15:00:54 | 200 |   17.4ms |             ::1 | GET      "/assets/index-ByJUk-BF.css"
[GIN] 2026/08/05 - 15:00:54 | 200 |   1.77ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 15:00:54 | 200 |  125.1ms |             ::1 | GET      "/assets/index-Ds6kMdUU.js"
[GIN] 2026/08/05 - 15:00:55 | 200 |  33.73ms |             ::1 | GET      "/assets/transactions-HOnHxr3P.js"
[GIN] 2026/08/05 - 15:00:55 | 200 | 19.381µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 15:00:55 | 200 |   2.18ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 15:00:55 | 200 |  72.87ms |             ::1 | GET      "/assets/DashboardPage-DtHXNwkc.js"
[GIN] 2026/08/05 - 15:00:55 | 200 | 143.275µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:01:51 | 304 |   2.72ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 15:01:51 | 304 |   5.92ms |             ::1 | GET      "/assets/index-Ds6kMdUU.js"
[GIN] 2026/08/05 - 15:01:51 | 304 |   6.45ms |             ::1 | GET      "/assets/index-ByJUk-BF.css"
[GIN] 2026/08/05 - 15:01:51 | 304 |   2.86ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 15:01:51 | 304 |   5.18ms |             ::1 | GET      "/assets/transactions-HOnHxr3P.js"
[GIN] 2026/08/05 - 15:01:51 | 304 |   5.59ms |             ::1 | GET      "/assets/DashboardPage-DtHXNwkc.js"
[GIN] 2026/08/05 - 15:01:51 | 200 | 24.728µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 15:01:51 | 304 |   6.84ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 15:01:51 | 200 | 141.887µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:01:56 | 200 |  21.66ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 15:01:56 | 200 |   1.82ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 15:01:56 | 200 |  34.27ms |             ::1 | GET      "/assets/index-DNnWMI2n.css"
[GIN] 2026/08/05 - 15:01:56 | 200 | 119.74ms |             ::1 | GET      "/assets/index-l_MB4_2m.js"
[GIN] 2026/08/05 - 15:01:56 | 200 | 31.914µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 15:01:56 | 200 |   2.33ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 15:01:56 | 200 |  40.56ms |             ::1 | GET      "/assets/transactions-CIpX1t8c.js"
[GIN] 2026/08/05 - 15:01:56 | 200 |  83.86ms |             ::1 | GET      "/assets/DashboardPage-MFeKMhGE.js"
[GIN] 2026/08/05 - 15:01:56 | 200 | 181.048µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:02:16 | 200 | 170.983µs |             ::1 | GET      "/api/dashboard/quarter?year=2026&quarter=3"
[GIN] 2026/08/05 - 15:02:20 | 200 | 108.544µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:02:21 | 304 |   2.25ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 15:02:21 | 200 |  46.19ms |             ::1 | GET      "/assets/ChatPage-C4ucHfsH.js"
[GIN] 2026/08/05 - 15:02:21 | 200 | 86.673µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 15:02:22 | 200 | 180.327µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:02:22 | 304 |   5.01ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 15:02:24 | 200 | 151.359µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 15:02:24 | 304 |   5.79ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 15:06:12 | 200 |    4.7ms |             ::1 | GET      "/chat"
[GIN] 2026/08/05 - 15:06:12 | 304 |   3.84ms |             ::1 | GET      "/assets/index-DNnWMI2n.css"
[GIN] 2026/08/05 - 15:06:12 | 304 |   4.56ms |             ::1 | GET      "/assets/index-l_MB4_2m.js"
[GIN] 2026/08/05 - 15:06:12 | 304 |   2.28ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 15:06:12 | 304 |   3.87ms |             ::1 | GET      "/assets/ChatPage-C4ucHfsH.js"
[GIN] 2026/08/05 - 15:06:12 | 304 |   2.66ms |             ::1 | GET      "/assets/transactions-CIpX1t8c.js"
[GIN] 2026/08/05 - 15:06:12 | 200 | 39.018µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 15:06:12 | 304 |   3.96ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 15:06:13 | 200 | 196.573µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 15:06:15 | 304 |   4.57ms |             ::1 | GET      "/chat"
[GIN] 2026/08/05 - 15:06:15 | 200 | 24.846µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 15:06:15 | 200 | 89.535µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 15:06:17 | 304 |   7.23ms |             ::1 | GET      "/assets/DashboardPage-MFeKMhGE.js"
[GIN] 2026/08/05 - 15:06:17 | 200 | 126.309µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:06:26 | 200 | 108.329µs |             ::1 | GET      "/api/dashboard/quarter?year=2026&quarter=3"
[GIN] 2026/08/05 - 15:06:26 | 200 | 169.098µs |             ::1 | GET      "/api/dashboard/year?year=2026"
[GIN] 2026/08/05 - 15:06:27 | 200 | 111.722µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:06:28 | 200 | 55.969µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 15:06:32 | 200 | 207.826µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:10:13 | 200 | 165.469µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 15:10:13 | 304 |   5.44ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 15:10:14 | 200 | 445.181µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:13:07 | 200 | 227.804µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=7"
[GIN] 2026/08/05 - 15:13:08 | 200 |  28.04ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 15:13:08 | 200 |   2.85ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 15:13:08 | 200 |  21.48ms |             ::1 | GET      "/assets/index-VjIrsiy0.css"
[GIN] 2026/08/05 - 15:13:09 | 200 | 184.01ms |             ::1 | GET      "/assets/index-BSGMgW4T.js"
[GIN] 2026/08/05 - 15:13:09 | 200 | 34.743µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 15:13:09 | 200 |   2.24ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 15:13:09 | 200 |  23.86ms |             ::1 | GET      "/assets/transactions-B3XKgy0Q.js"
[GIN] 2026/08/05 - 15:13:09 | 200 |  96.93ms |             ::1 | GET      "/assets/DashboardPage-DcJTrFSu.js"
[GIN] 2026/08/05 - 15:13:09 | 200 | 174.03µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:13:09 | 404 | 19.211µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:13:10 | 404 | 53.066µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:13:10 | 404 | 17.418µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:13:12 | 404 | 33.644µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:13:14 | 404 | 38.675µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:13:27 | 404 | 29.337µs |             ::1 | PUT      "/api/household"
[GIN] 2026/08/05 - 15:13:29 | 404 | 24.382µs |             ::1 | PUT      "/api/household"
[GIN] 2026/08/05 - 15:13:29 | 404 | 17.012µs |             ::1 | PUT      "/api/household"
[GIN] 2026/08/05 - 15:13:38 | 304 |   2.98ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 15:13:38 | 200 |  57.61ms |             ::1 | GET      "/assets/ChatPage-kTVwrXsI.js"
[GIN] 2026/08/05 - 15:13:38 | 200 | 84.083µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 15:13:39 | 200 | 168.849µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:13:40 | 404 | 17.187µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:13:45 | 304 |   3.32ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 15:13:45 | 304 |   2.27ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 15:13:45 | 304 |   4.72ms |             ::1 | GET      "/assets/index-BSGMgW4T.js"
[GIN] 2026/08/05 - 15:13:45 | 304 |   4.46ms |             ::1 | GET      "/assets/index-VjIrsiy0.css"
[GIN] 2026/08/05 - 15:13:45 | 200 | 30.682µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 15:13:45 | 304 |   2.63ms |             ::1 | GET      "/assets/transactions-B3XKgy0Q.js"
[GIN] 2026/08/05 - 15:13:45 | 304 |   4.16ms |             ::1 | GET      "/assets/DashboardPage-DcJTrFSu.js"
[GIN] 2026/08/05 - 15:13:45 | 304 |   3.69ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 15:13:45 | 200 | 221.87µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:13:45 | 404 | 28.911µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:13:44 | 404 | 48.421µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:13:44 | 404 | 18.208µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:13:46 | 404 | 38.428µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:13:50 | 404 | 45.582µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:14:15 | 404 | 444.844µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:14:15 | 404 | 36.585µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:14:26 | 200 | 35.891µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 15:14:35 | 404 | 28.194µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:14:49 | 304 |   2.88ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 15:14:49 | 304 |   4.14ms |             ::1 | GET      "/assets/index-BSGMgW4T.js"
[GIN] 2026/08/05 - 15:14:49 | 304 |   4.14ms |             ::1 | GET      "/assets/index-VjIrsiy0.css"
[GIN] 2026/08/05 - 15:14:49 | 304 |   4.81ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 15:14:49 | 200 | 19.827µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 15:14:49 | 304 |   4.91ms |             ::1 | GET      "/assets/transactions-B3XKgy0Q.js"
[GIN] 2026/08/05 - 15:14:49 | 304 |   6.55ms |             ::1 | GET      "/assets/DashboardPage-DcJTrFSu.js"
[GIN] 2026/08/05 - 15:14:49 | 304 |   5.31ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 15:14:49 | 200 | 132.755µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:14:49 | 404 |  20.11µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:14:50 | 304 |   8.19ms |             ::1 | GET      "/assets/ChatPage-kTVwrXsI.js"
[GIN] 2026/08/05 - 15:14:50 | 200 |   85.8µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 15:14:51 | 404 | 15.117µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:14:51 | 200 | 160.923µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:14:52 | 200 | 875.403µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 15:14:53 | 404 | 51.794µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:14:53 | 200 | 179.983µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 15:14:54 | 200 |  90.67µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 15:14:57 | 404 | 20.001µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:15:00 | 200 | 30.487µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 15:15:00 | 404 | 45.721µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:15:15 | 200 | 139.095µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 15:15:15 | 404 | 11.846µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:15:16 | 404 | 21.041µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:15:19 | 404 | 19.096µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:15:25 | 404 | 28.776µs |             ::1 | GET      "/api/household"
[GIN] 2026/08/05 - 15:15:25 | 200 | 119.277µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 15:15:33 | 404 |  18.88µs |             ::1 | GET      "/api/household"
